catologNumber,country,locationID,decimalLatitude,decimalLongitude,eventDate,verbatimDepth,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,taxonID,scientificName,acceptedNameUsage ,acceptedNameUsageID,individualCount,Abundance,wet weight biomass,Zoobenth_tax_ww_biomass
1655,NA,6,45.25920833,12.88954166,2018-12-03,7.80000019073486 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_658,16 min haul duration,0.01950087957,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1656,Italy,8,44.83140834,12.48265001,2018-12-01,16.349998474121 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_659,31 min haul duration,0.03778833896,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,46,"1,217.31",2.08,55.14
1657,Italy,12,44.84039167,12.55069167,2018-12-01,7.95000028610229 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_660,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1658,Italy,16,44.27254167,12.39346668,2018-11-29,13.1000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_661,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,"7,432","203,239.25",108.31,"2,961.98"
1659,Italy,17,44.33184999,12.55724999,2018-11-29,7.95000028610229 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_662,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1660,Italy,21,44.147075,12.76129169,2018-11-27,70.0500030517578 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_663,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1661,Italy,24,43.91574167,13.024175,2018-11-26,70.0500030517578 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_664,30 min haul duration,0.03661799803,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1662,Italy,25,43.96579167,13.07841667,2018-11-26,70.4000015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_665,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1663,Italy,27,43.804175,13.19571667,2018-11-26,70.4000015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_666,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1664,Italy,28,43.80005,13.39016666,2018-11-26,70.4499969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_667,24 min haul duration,0.02925131842,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1665,Italy,31,43.57398335,13.61450834,2018-12-04,70.4499969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_668,15 min haul duration,0.01795000024,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1666,Italy,33,43.34964999,13.73995832,2018-12-07,13.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_669,20 min haul duration,0.02437609993,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,"4,878","200,114.05",73.68,"3,022.80"
1667,Italy,34,43.37969166,13.88360001,2018-12-05,70.4499969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_670,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1668,Italy,37,43.11209166,13.92328332,2018-12-05,70.4499969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_671,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1669,Italy,43,45.38209999,12.37969999,2018-12-02,70.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_672,30 min haul duration,0.0372354798,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1670,Italy,44,45.468375,12.71128333,2018-12-02,70.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_673,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1671,Italy,46,44.89756667,12.62495832,2018-12-01,70.5500030517578 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_674,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1672,Italy,47,44.57179998,12.54668334,2018-11-30,70.5500030517578 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_675,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1673,Italy,48,44.06316666,12.61101665,2018-11-27,70.6500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_676,30 min haul duration,0.0372354798,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1674,Italy,49,43.57928333,13.76714166,2018-12-04,70.6500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_677,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1675,Italy,50,43.05214167,14.01258333,2018-12-05,70.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_678,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1676,NA,51,45.3364,13.08474167,2018-12-03,70.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_679,31 min haul duration,0.03778833896,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1677,Italy,55,45.38260001,12.44953334,2018-12-02,70.8000030517578 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_680,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1678,NA,56,45.33325833,12.88333333,2018-12-03,70.8000030517578 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_681,31 min haul duration,0.03778833896,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1679,Italy,57,45.08025833,12.72601668,2018-12-02,70.9499969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_682,30 min haul duration,0.03490915895,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1680,Italy,63,44.20375001,12.60408335,2018-11-29,70.9499969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_683,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1681,Italy,64,44.138975,12.52400834,2018-11-29,15.3999996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_684,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,89,"2,433.84",2.46,67.14
1682,Italy,65,44.08953333,12.75685002,2018-11-27,71.099998474121 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_685,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1683,Italy,66,43.58899167,13.68196669,2018-12-04,71.099998474121 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_686,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1684,Italy,68,42.89900001,13.97771667,2018-12-07,15.3500003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_687,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,101,"2,762.00",4.07,111.38
1685,Italy,70,42.57365834,14.23939167,2018-12-07,71.099998474121 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_688,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1686,Italy,71,42.26595834,14.56795832,2018-12-06,71.099998474121 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_689,31 min haul duration,0.03778833896,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1687,Italy,73,42.0899,14.88955832,2018-12-06,71.1000061035156 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_690,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1688,Italy,74,41.96971664,15.09539167,2018-12-06,71.1000061035156 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_691,7 min haul duration,0.008529840037,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1689,Italy,76,41.99756667,15.70415001,2018-12-06,71.1999969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_692,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1690,NA,9,45.01556666,12.93069998,2018-12-01,71.1999969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_693,31 min haul duration,0.03778833896,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1691,NA,10,45.11314166,13.24860833,2018-11-23,19.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_694,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,13,355.50,0.29,7.82
1692,NA,13,44.61169999,12.74915002,2018-12-01,71.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_695,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1693,NA,14,44.74025834,13.15964166,2018-11-23,71.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_696,30 min haul duration,0.03717803955,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1694,NA,18,44.38954167,12.85203333,2018-11-30,71.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_697,31 min haul duration,0.03778833896,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1695,NA,19,44.46010833,13.15921667,2018-11-30,71.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_698,17 min haul duration,0.02072148025,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1696,Italy,29,43.72933334,13.60915833,2018-12-04,19.9500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_699,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,6,164.08,0.38,10.31
1697,NA,53,44.56205835,13.554925,2018-11-23,71.3500061035156 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_700,16 min haul duration,0.01889058016,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1698,NA,54,44.234275,12.98590002,2018-11-30,71.3500061035156 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_701,32 min haul duration,0.03900893778,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1699,NA,58,45.04214167,13.252775,2018-11-23,19 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_702,31 min haul duration,0.03778833896,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,16,423.41,0.57,14.96
1700,NA,59,44.70078335,12.75749998,2018-12-01,71.4000015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_703,31 min haul duration,0.03778833896,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1701,NA,60,44.67129167,13.50658333,2018-11-23,71.4000015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_704,16 min haul duration,0.02011117898,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1702,NA,61,44.44859166,12.67304999,2018-11-30,71.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_705,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1703,NA,62,44.44561666,12.74071668,2018-11-30,71.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_706,31 min haul duration,0.03778833896,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1704,Italy,67,43.35808333,13.98419167,2018-12-05,19.1500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_707,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,14,382.85,0.58,15.81
1705,NA,22,44.40566667,13.64950832,2018-11-23,71.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_708,16 min haul duration,0.01950087957,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1706,NA,23,44.34535001,14.03291667,2018-11-22,71.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_709,16 min haul duration,0.01950087957,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1707,NA,26,44.04219167,13.33535833,2018-11-26,71.6500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_710,32 min haul duration,0.03900893778,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1708,NA,30,43.96160831,13.99404168,2018-12-04,71.6500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_711,33 min haul duration,0.03948999941,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1709,Italy,32,44.0523,14.486075,2018-11-22,71.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_712,31 min haul duration,0.03778833896,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1710,NA,35,43.43326666,14.213825,2018-12-07,71.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_713,29 min haul duration,0.03595744073,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1711,Italy,36,43.69843334,13.71021668,2018-12-04,71.8000030517578 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_714,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1712,NA,38,43.37553333,14.14766666,2018-12-07,71.8000030517578 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_715,31 min haul duration,0.03778833896,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1713,Italy,69,42.65785001,14.261675,2018-12-07,71.8999938964843 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_716,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
1714,Italy,72,42.26035,15.00018334,2018-12-06,71.8999938964843 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_717,30 min haul duration,0.03656774014,square kilometre,ANADKAG,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)",urn:lsid:marinespecies.org:taxname:504360,0,0.00,0.00,0.00
